"researcher","date","location","song","placement","time","type","genre","species","style","coloration","jam_leader","jam_elements","notes","notes_time"
"Ghost of Hood","1997/7/1","Amsterdam, Netherlands","Bathtub Gin","Mid 2nd Set",870,"Funk","Type 1","Cow Funk","Dorian (minor mixolydian)","Dorian (minor mixolydian)","Trey","[""Trey Wah (funk sound)""]","Strong shift from free, open jam, to minimalistic funk jam, lead with Trey's stacato & Mike delicately thumping along",""
"Ghost of Hood","1997/7/1","Amsterdam, Netherlands","Cities","Mid 2nd Set",540,"Funk","Type 1","Cow Funk","Pentatonic","Pentatonic","Trey","[""Trey Wah (funk sound)""]","Completely funked out, almost to the Island Tour cavern level. Much slower pace",""
"Ghost of Hood","1997/7/1","Amsterdam, Netherlands","Worm Jam","Mid 2nd Set",840,"Ambient","Type 2","Loops and Echoes","Ethereal","Ethereal","Mike","[]","Completely spaced out journey led by Mike, with some layers from Trey",""
"Ghost of Hood","1997/7/2","Amsterdam, Netherlands","Weekapaug Groove","Set Closer",810,"Funk","Type 2","Cow Funk","Pentatonic","Pentatonic","Page","[""Trey Scratching"",""Brilliant Clavinet""]","Trey lays the rapid muted strums while Page explores everything... Long almost ambient tones, clavinet, he's all over",""
"Ghost of Hood","1997/7/2","Amsterdam, Netherlands","Stash","Set 2 Opener",1680,"Psychedelic Rock","Type 2","Loops and Echoes","Ethereal","Ethereal","Page","[""Loops""]","Loopy, space aged nonsensical opener to a legendary Stash",""
"Ghost of Hood","1997/7/2","Amsterdam, Netherlands","Stash","Set 2 Opener",1680,"Psychedelic Rock","Type 2","Bliss Jam","Bliss","Bliss","Full Band","[]","Becomes deconstructed then finds a blissful place with Treys riffs, not necessarily leading but maybe guiding(?) the band.",""
"Ghost of Hood","1997/7/22","Raleigh, NC","Down With Disease","Set 2 Opener",1200,"Funk","Type 2","Cow Funk","Pentatonic","Pentatonic","Full Band","[""Mike Slapping/ Popping""]","Simplistic funk riffs while Trey sits back allows Mike to step forward, developing full band contributing in open space. Page lays on synth, and we are in Type 2 territory",""
"Ghost of Hood","1997/7/22","Raleigh, NC","Down With Disease","Set 2 Opener",1200,"Funk","Type 2","Plinko","Dark, Sinister, Evil","Dark, Sinister, Evil","Full Band","[""Unspecified Synthesizer""]","Not sure if this fits the characterization, but the funk becomes a little less funky and a bit more staccato - preface to Plinko of V3?",""
"Ghost of Hood","1997/7/22","Raleigh, NC","Mike's Song","Mid 2nd Set",900,"Funk","Type 1","Cow Funk","Pentatonic","Pentatonic","Trey","[""Trey Wah (funk sound)""]","Minimalistic funk lead by Trey, demonstrating extreme patience and reservation in jam style.",""
"Ghost of Hood","1997/7/22","Raleigh, NC","Weekapaug Groove","Mid 2nd Set",660,"Funk","Type 2","Hyper Funk","Pentatonic","Pentatonic","Full Band","[""Trey Wah (funk sound)""]","Mirroring style laid out during Mike's two songs earlier, minimal/reserved funk from Trey invites Page to step forward.",""
"Ghost of Hood","1997/7/23","Atlanta, GA","Split Open and Melt","Mid-set",804,"Funk","Type 1","Cow Funk","Pentatonic","Pentatonic","Trey","[""Trey Wah (funk sound)""]","Trey funks out Melt, unique to the song, with heavy scratching and wah pedal. Very 97 flavored.",""
"Ghost of Hood","1997/7/23","Atlanta, GA","Ghost","Mid 2nd Set",1605,"Funk","Type 1","Cow Funk","Major Chords (Ionian)","Major Chords (Ionian)","Page","[""Brilliant Clavinet""]","Meatstick esque jam from Page",""
"Ghost of Hood","1997/7/23","Atlanta, GA","Ghost","Mid 2nd Set",1605,"Psychedelic Rock","Type 2","Cow Funk","Pentatonic","Pentatonic","Full Band","[]","Abruptly slows Ghost down, taking in piece by piece and each member explores little riffs",""
"Ghost of Hood","1997/7/23","Atlanta, GA","Ghost","Mid 2nd Set",1605,"Psychedelic Rock","Type 2","Nightmare Music","Dark, Sinister, Evil","Dark, Sinister, Evil","Full Band","[""Tractor Beams""]","End of Ghost gets nightmareish/haunting",""
"Ghost of Hood","1997/8/16","Loring, ME","Makisupa Policeman","Opener",395,"Reggae","Type 1","Space Funk","Pentatonic","Pentatonic","Full Band","[""Loops""]","Very minimalistic jam. Trey & Page slow down Maki, delicately adding loops with very compact little riffs",""
"Ghost of Hood","1997/8/16","Loring, ME","Halley's Comet","Set 3 Opener",781,"Modern Rock","Type 2","Nightmare Music","Dark, Sinister, Evil","Dark, Sinister, Evil","Full Band","[]","Shift from journeying through Halley's to dark evil moment, almost wormtown-esque",""
"Ghost of Hood","1997/8/16","Loring, ME","Halley's Comet","Set 3 Opener",781,"Modern Rock","Type 2","Trey-led Noodling Jam","Major Chords (Ionian)","Major Chords (Ionian)","Trey","[]","Shift from dark and sinister to blissful and noodling journey from Trey",""
"Ghost of Hood","1997/8/16","Loring, ME","Cities","Mid-set",809,"Funk","Type 1","Cow Funk","Pentatonic","Pentatonic","Trey","[]","Slow funk groove",""
"Ghost of Hood","1997/8/17","Loring, ME","Maze","Mid-set",990,"Psychedelic Rock","Type 1","Loops and Echoes","Mixolydian","Mixolydian","Full Band","[""Loops""]","Possible early indiciation of 98 space age, but lacks the phunk. Trey continues slightly spacey drops throughout Page's jam up through 6 min mark. Opening was a bit diff than other Mazes I've heard.",""
"Ghost of Hood","1997/8/17","Loring, ME","Tweezer","Mid-set",1110,"Funk","Type 1","Cow Funk","Pentatonic","Pentatonic","Full Band","[]","Very calm but phunky rift developed from Trey. Even during his jam segment, while Fish keeps the pace, Trey seems to be inviting others to step forward, not taking charge. Keeping the groove paced. Mike eventually seems to catch on and interject more. Later on, Page steps forth.",""
"Ghost of Hood","1997/8/17","Loring, ME","Down With Disease","Set 2 Opener",1440,"Funk","Type 1","Cow Funk","Major Chords (Ionian)","Major Chords (Ionian)","Full Band","[]","Similar to Tweezer, Trey rather abruptly throws continued phunk riff, urging others to step up",""
"Ghost of Hood","1997/8/17","Loring, ME","Bathtub Gin","Mid 2nd Set",900,"Psychedelic Rock","Type 1","Bliss Jam","Bliss","Bliss","Trey","[]","2012-esque bliss type jam, early indication of what would come years later",""
"Ghost of Hood","1997/8/17","Loring, ME","Art Jam","Mid 2nd Set",600,"Ambient","Type 2","Storage","Futuristic","Futuristic","Full Band","[]","Early Ambient jam",""
"Ghost of Hood","1997/8/17","Loring, ME","Scent of a Mule","Mid 3rd Set",840,"Jazz Rock","Type 1","","Major Chords (Ionian)","Major Chords (Ionian)","Page","[]","Jazzed out jam - not 100% sure on style being dominant, just a hunch/feeling",""
"Ghost of Hood","1997/8/17","Loring, ME","Scent of a Mule","Mid 3rd Set",840,"Acid Jazz","Type 2","Digital Delay Loop Jam","Bliss","Bliss","Page","[""Loops""]","Trey builds on himself very similar to the way he did in the 2012 MSG video where he explains his gear - epitome of light, blissful, digital delay jam

Idk if this is really cool jazz, but it develops from a nice jazz jam earlier, so that's why I chose it.",""
"Ghost of Hood","1997/11/14","West Valley City, UT","Gumbo","Mid-set",662,"Funk","Type 2","Cow Funk","Pentatonic","Pentatonic","Full Band","[]","Very minimalistic funk, Trey urging Mike to step forward, he eventually does, funk becomes more and more spacey",""
"Ghost of Hood","1997/11/17","Denver, CO","Tweezer","Opener",1081,"Funk","Type 2","Cow Funk","Pentatonic","Pentatonic","Full Band","[""Mike Slapping/ Popping""]","Trey stops playing at 5:20-5:30, then comes back with very minimalistic funk, the less he does the more Mike and Page step up",""
"Ghost of Hood","1997/11/17","Denver, CO","Tweezer","Opener",1081,"Funk","Type 2","Space Funk","Pentatonic","Pentatonic","Full Band","[""Loops""]","Loops & outerspaceish waves of sound",""
"Andy","1997/11/17","Denver, CO","Ghost","Mid 1st Set",1283,"Funk","Type 2","Cow Funk","Bliss","Bliss","Trey","[""Trey Wah (funk sound)"",""Trey Whammy octave doubler effect"",""Mike's Synth pedal""]","Very blissy but with hard drivning rock beat>More YEMish sounding funk jam with Tweezer overtones from Page's wah rhodes and Trey's bluesy riffs with U-vibe, Trey back to wah for drippy funk and then Page jump to the clav as they approach sparser funk terroritory and decrease dynamically. Try back to Whamy pedal one octace up shifted playing bluey giving Mike space to explore a bit. Page lays down splashs with the heavily modulating Rhodes piano (No Quarter tone), > ambient space as Mike lays back and Trey makes strange volume swells with whammy sci-fi theremin sounding bends.",""
"Ghost of Hood","1997/11/19","Champaign, IL","Bathtub Gin","Mid-set",990,"Modern Rock","Type 2","Trey-led Noodling Jam","Bliss","Bliss","Full Band","[]","Bliss noodling from Trey and Page, very patient, then ""oh yeah it's '97"" and we get funk",""
"Ghost of Hood","1997/11/19","Champaign, IL",2001,"Set 2 Opener",1033,"Funk","Type 1","Space Funk","Pentatonic","Pentatonic","Full Band","[""Loops""]","Porno funk through and through, into 3:20 space funk, as Mike gets looser and looser, 10:45 gets soft, then 12:30 blows up the party",""
"Ghost of Hood","1997/11/19","Champaign, IL","Wolfman's Brother","Mid-set",1700,"Funk","Type 2","Cow Funk","Pentatonic","Pentatonic","Full Band","[]","Throughout this jam (a very long one clocking 28 min), they go through minimal Cow Funk (6:10) with Page's clav, layering sounds (not quite ambient but very peaceful) (8:00). Then Trey seems to get bored and ads some uncompressed laser beams (9:25), almost like a light saber battle, which leads into loops and space funk/millennial sound (9:45). 
 
While not boring, Trey seems to get impatient around 11:20 and, to me, sounds like he just starts playing C&P. I don't know if this is a wall or what, but the group just ignored him and doesn't leave the jam. They stay strong where they are and around 16:45 begin to get hyper funk with a lot of speed (something I haven't heard much since the 7/22 'paug). The hyper funk is blended with a psych edge around 19:47 and journeys around there for a bit. Then, around 22:30, they're strongly in the Hampton '97 sound (for lack of better way to describe it). This sound is explored and smoothly takes them into an ambient Makisupa.",""
"Ghost of Hood","1997/11/19","Champaign, IL","Makisupa Policeman","Mid-set",658,"Ambient","Type 2","Loops and Echoes","Major Chords (Ionian)","Major Chords (Ionian)","Full Band","[""Loops""]","The calm after the storm of the WMB, loops, echoes, but very relaxing feeling of ""holy shit what just happened?!""",""
"Ghost of Hood","1997/11/21","Hampton, VA","Emotional Rescue","Opener",1066,"Funk","Type 2","Cow Funk","Pentatonic","Pentatonic","Full Band","[]","5:35 funk wha -> cow funk
8:00 Space funk w/ loops
10:15 Page steps up while Trey holds fort
11:20 Loops begin, Trey takes back the stage with psych funk, looses compression and speeds up funk
12:20 shifts back to ligher sound
13:01 Loops heavier, more vocal Mike
Death from above w/ waves of sound
14:30 Back to space funk
17:30 Psych waves to tractor beams to landing",""
"Ghost of Hood","1997/11/21","Hampton, VA","Split Open and Melt","Mid-set",825,"Psychedelic Rock","Type 2","Cow Funk","Pentatonic","Pentatonic","Full Band","[]","No standout moments except for the heavy Psychedelic Funk tone developed in WMB and seen throughout Hampton",""
"Ghost of Hood","1997/11/21","Hampton, VA","Prince Caspian","Set Closer",621,"Psychedelic Rock","Type 2","Cow Funk","Pentatonic","Pentatonic","Full Band","[""loops""]","Psychedelic exploration, wave of sound begins at 7:30, loops enter, set close is almost like a Dead feedback set close",""
"Ghost of Hood","1997/11/21","Hampton, VA","Ghost","Set 2 Opener",958,"Funk","Type 2","Cow Funk","Pentatonic","Pentatonic","Full Band","[]","nice blend and exploration of cow funk, sirens, and psychedelic walls of sound",""
"Ghost of Hood","1997/11/21","Hampton, VA","AC/DC Bag","Mid 2nd Set",1543,"Psychedelic Rock","Type 2","Cow Funk","Pentatonic","Pentatonic","Full Band","[]","Trey steps back and begins a droning tone, Page develops wall of sound built by psychedlic tone (7:20), Trey comes in and out of the jam, when he comes back, he ads delicate and light noodling over repetitive psych drones
10:00 Trey is flying overtop picking out ideas and noodling them around, exploring
12:05 Funk returns with full force
16:30 they start to build the wall of psychedlic sound again, Trey shreds with very uncompressed raw feel
19:25 back to 10:00 light noodling from above
21:30 how minimal can they play?
24:00 Just float till the end",""
"Ghost of Hood","1997/11/22","Hampton, VA","Mike's Song","Opener",1026,"Funk","Type 2","Cow Funk","Pentatonic","Pentatonic","Full Band","[]","3:45: Space funk with loops and light air
8:00: Cow funk
10:45 Hendrix esque funk town, slow and meaningful
13:20 Bliss riffs from Trey, flying soaring high w/ exploration, pulling out ideas",""
"Ghost of Hood","1997/11/22","Hampton, VA","Weekapaug Groove","Mid-set",893,"Funk","Type 2","Hyper Funk","Pentatonic","Pentatonic","Full Band","[]","5:45 Manic funk
7:00 Manic cow funk with a lot of wha gets minimal
11:25 ends minimal cow funk",""
"Ghost of Hood","1997/11/22","Hampton, VA","Harry Hood","Mid-set",1087,"Modern Rock","Type 1","Bliss Jam","Bliss","Bliss","Full Band","[]","very minimal, delicate, open space, bliss w/ a lot of space",""
"Ghost of Hood","1997/11/22","Hampton, VA","Halley's Comet","Set 2 Opener",1562,"Psychedelic Rock","Type 2","Cow Funk","Pentatonic","Pentatonic","Full Band","[]","6:40 Type 2 cow funk
7:50 space loops
16:00 Mike steps up and Trey moves to rhythm cow funk
18:00 slowing down, openning up
18:45 Trey moves to hovering above, picking out pieces, he's in orbit, delicate puppet master
20:30 Page adds tractor beams
22:00 Death from above w/ Page adding tractor beams
24:00 lightens up, bliss noodling with Page laying the sound waves",""
"Ghost of Hood","1997/11/22","Hampton, VA","Tweezer","Mid 2nd Set",704,"Funk","Type 1","Cow Funk","Pentatonic","Pentatonic","Full Band","[]","Type 2 cow funk, Trey is very paced with slow purposeful funk, BEK teases all over the place at 6:30, bass jam fills the space, deliberate pace",""
"Ghost of Hood","1997/11/22","Hampton, VA","Black-Eyed Katy","Mid 2nd Set",417,"Funk","Type 1","Cow Funk","Pentatonic","Pentatonic","Trey","[]","Seamless transition from Tweezer to BEK, almost just grows from Tweezer, Trey steps up and takes over full on his own at 2:50",""
"Ghost of Hood","1997/11/23","Winston-Salem, VA","Stash","Mid-set",1024,"Acid Jazz","Type 2","Cow Funk","Pentatonic","Pentatonic","Trey","[]","10:40 Trey with very heavy, repetitive riffs, feels very gravitational, almost like he's trying to steer a very heavy ship
12:55 Trey starts noodling, he's gotten them where he wants them to go, into the gravitational pull
14:08 Page adds some tractor beams
16:45 Ship drifs out to space as if it was never on this planet, smoothly transitioning into NICU",""
"Ghost of Hood","1997/11/23","Winston-Salem, VA","Bathtub Gin","Set 2 Opener",1905,"Psychedelic Rock","Type 2","Cow Funk","Pentatonic","Pentatonic","Full Band","[]","13:13 similar to previous 11/23 Stash, heavy gravitational & repetitive riffs
13:50 psychedelic Trey speeds up Page
14:50 Jimi Hendrix Trey, with wall of psychedelic noodling
16:15 Hyper funk
18:30 Hyper funk is blurred with psychedelic funk, more prominant Mike
25:30 band begins to take a step back, things become a bit more paced and deliberate, Page begins waves of sound, washing over everyone, in a very clensing feel, slowing down the mania
28:20 drifting into space, smooth transition right into DWD",""
"Ghost of Hood","1997/11/30","Worcester, MA","Funky Bitch","Mid-set",883,"Funk","Type 1","Cow Funk","Pentatonic","Pentatonic","Full Band","[]","3:17 Jam kicks off, rather straight forward Type 1 Funky Bitch funk
5:00 Trey demands taking the lead, pulls up abruptly and uses funk to calm the pace, Page joins in with the grand piano
8:30 Mike replaces Page while Trey continues to hold the pace, quiet, deliberate, Trey is determined to hold the fort, allowing Mike to voice himself
12:20 Trey adjusts from funk to a melodic rhythm",""
